flow_id,src_addr,src_port,dst_addr,dst_port,ip_prot,timestamp,flow_duration,down_up_ratio,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_var,pkt_len_std,bytes_per_s,pkt_per_s,fwd_pkt_per_s,bwd_pkt_per_s,fwd_pkt_cnt,fwd_pkt_len_tot,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,fwd_pkt_hdr_len_tot,fwd_pkt_hdr_len_min,fwd_non_empty_pkt_cnt,bwd_pkt_cnt,bwd_pkt_len_tot,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,bwd_pkt_hdr_len_tot,bwd_pkt_hdr_len_min,bwd_non_empty_pkt_cnt,iat_max,iat_min,iat_mean,iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,flag_SYN,flag_fin,flag_rst,flag_ack,flag_psh,fwd_flag_psh,bwd_flag_psh,flag_urg,fwd_flag_urg,bwd_flag_urg,flag_cwr,flag_ece,fwd_bulk_bytes_mean,fwd_bulk_pkt_mean,fwd_bulk_rate_mean,bwd_bulk_bytes_mean,bwd_bulk_pkt_mean,bwd_bulk_rate_mean,fwd_subflow_bytes_mean,fwd_subflow_pkt_mean,bwd_subflow_bytes_mean,bwd_subflow_pkt_mean,fwd_tcp_init_win_bytes,bwd_tcp_init_win_bytes,label
192.168.132.79-216.239.34.223-53448-443-6,192.168.132.79,53448,216.239.34.223,443,6,1782935978448779,262586,0.833333,1448.0,0.0,381.545455,353255.878788,594.353328,31966.669967,83.782075,45.699314,38.082761,12,2117,1448.0,0.0,176.416667,421.040153,392,32,5,10,6277,1448.0,0.0,627.7,695.820547,328,32,5,206453.0,1.0,12504.095238,45821.638155,262586,207067.0,2.0,23871.454545,62688.635109,261381,206453.0,1.0,29042.333333,68633.780247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,21,8,4,4,0,0,0,0,0,0.0,0.0,0.0,5596.0,4.0,16507374.631268,2117.0,12.0,6277.0,10.0,64240,28960,NeedLabel
192.168.132.79-216.239.34.223-53440-443-6,192.168.132.79,53440,216.239.34.223,443,6,1782935978448747,263468,0.833333,1448.0,0.0,381.545455,353237.593074,594.337945,31859.656581,83.501602,45.546328,37.955274,12,2117,1448.0,0.0,176.416667,421.040153,392,32,5,10,6277,1448.0,0.0,627.7,695.789887,328,32,5,206349.0,0.0,12546.095238,45801.488428,263468,206882.0,2.0,23951.636364,62615.695314,262240,206349.0,0.0,29137.777778,68575.410715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,21,8,4,4,0,0,0,0,0,0.0,0.0,0.0,5596.0,4.0,15852691.21813,2117.0,12.0,6277.0,10.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-42322-443-6,192.168.132.79,42322,213.133.111.15,443,6,1782935980723310,1153802,1.222222,1448.0,0.0,272.1,248325.568421,498.322755,4716.580488,17.333997,7.800298,9.533698,9,742,423.0,0.0,82.444444,140.240963,296,32,5,11,4700,1448.0,0.0,427.272727,630.258533,360,32,4,934550.0,2.0,60726.421053,216738.912231,943255,935818.0,83.0,117906.875,330488.371548,1152263,934550.0,2.0,115226.3,294931.925228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,19,9,5,4,0,0,0,0,0,319.0,4.0,63889.445223,0.0,0.0,0.0,742.0,9.0,4700.0,11.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-42338-443-6,192.168.132.79,42338,213.133.111.15,443,6,1782935981980878,632239,1.222222,1448.0,0.0,273.65,251538.344737,501.535985,8656.536531,31.633607,14.235123,17.398484,9,746,423.0,0.0,82.888889,140.566216,296,32,5,11,4727,1448.0,0.0,429.727273,634.483111,360,32,4,417253.0,3.0,33275.736842,104075.430726,422810,417598.0,84.0,52851.25,147385.975942,631941,417253.0,3.0,63194.1,139871.29172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,19,8,5,3,0,0,0,0,0,323.0,4.0,69702.201122,0.0,0.0,0.0,746.0,9.0,4727.0,11.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-42340-443-6,192.168.132.79,42340,213.133.111.15,443,6,1782935982722709,638576,1.333333,1448.0,0.0,260.0,232199.5,481.870833,8550.27436,32.885671,14.093859,18.791812,9,743,423.0,0.0,82.555556,140.321159,296,32,5,12,4717,1448.0,0.0,393.083333,602.310469,392,32,5,421729.0,2.0,31928.8,102714.519218,427275,422036.0,79.0,53409.375,148953.957485,638274,421729.0,2.0,58024.909091,135576.436377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,20,10,5,5,0,0,0,0,0,320.0,4.0,68891.280947,0.0,0.0,0.0,743.0,9.0,4717.0,12.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-47930-443-6,192.168.132.79,47930,213.133.111.15,443,6,1782935983470802,639308,1.333333,1448.0,0.0,259.857143,237651.528571,487.495157,8535.791825,32.848017,14.077722,18.770295,9,743,423.0,0.0,82.555556,140.321159,296,32,5,12,4714,1448.0,0.0,392.833333,610.543399,392,32,5,421538.0,0.0,31965.4,102623.779179,427387,421881.0,83.0,53423.375,148886.757056,639065,421538.0,0.0,58096.818182,135429.421175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,20,10,5,5,0,0,0,0,0,320.0,4.0,64166.833768,0.0,0.0,0.0,743.0,9.0,4714.0,12.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-47942-443-6,192.168.132.79,47942,213.133.111.15,443,6,1782935984217967,633413,1.636364,1448.0,0.0,468.793103,392650.455665,626.618269,21463.089643,45.783715,17.366237,28.417478,11,745,423.0,0.0,67.727273,130.037757,360,32,5,18,12850,1448.0,0.0,713.888889,684.897063,584,32,11,417667.0,1.0,22621.892857,86491.219727,632976,417955.0,83.0,63297.6,140856.367013,633019,417667.0,1.0,37236.411765,109755.092301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,28,14,5,9,0,0,0,0,0,322.0,4.0,71223.180712,10167.0,9.0,1808752.890945,745.0,11.0,12850.0,18.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-47944-443-6,192.168.132.79,47944,213.133.111.15,443,6,1782935985010420,1372603,1.444444,1448.0,0.0,602.772727,472131.342495,687.118143,19322.411506,32.055882,13.11377,18.942112,18,709,412.0,0.0,39.388889,101.262117,596,32,5,26,25813,1448.0,0.0,992.807692,646.801238,840,32,19,943420.0,1.0,31921.0,147933.945008,1372532,943745.0,83.0,80737.176471,231167.51202,1372283,943420.0,1.0,54891.32,192314.927154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,43,18,5,13,0,0,0,0,0,297.0,4.0,63084.11215,23130.0,17.0,106867.619065,709.0,18.0,25813.0,26.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-47958-443-6,192.168.132.79,47958,213.133.111.15,443,6,1782935986389876,839285,1.769231,1448.0,0.0,554.944444,456749.025397,675.832099,23803.594726,42.893654,15.489375,27.404279,13,714,412.0,0.0,54.923077,117.102136,436,32,5,23,19264,1448.0,0.0,837.565217,698.51367,744,32,16,417893.0,0.0,23979.571429,81624.205734,839177,418235.0,84.0,69931.416667,131591.407659,837777,417893.0,0.0,38080.772727,101124.609355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,35,16,5,11,0,0,0,0,0,302.0,4.0,61986.863711,16582.0,14.0,78987.10541,714.0,13.0,19264.0,23.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-47968-443-6,192.168.132.79,47968,213.133.111.15,443,6,1782935987247562,633296,1.5,1448.0,0.0,344.04,315732.79,561.90105,13581.326899,39.476011,15.790404,23.685607,10,713,412.0,0.0,71.3,130.223782,328,32,5,15,7888,1448.0,0.0,525.866667,664.679178,488,32,8,417922.0,0.0,26387.333333,93191.964063,633049,418236.0,63.0,70338.777778,147619.273074,633036,417922.0,0.0,45216.857143,120204.111817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,24,10,5,5,0,0,0,0,0,301.0,4.0,63852.354688,5205.0,6.0,979856.927711,713.0,10.0,7888.0,15.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-47982-443-6,192.168.132.79,47982,213.133.111.15,443,6,1782935987983714,848256,1.380952,1448.0,0.0,582.7,468231.234694,684.274239,34346.942432,58.94447,24.756677,34.187792,21,711,412.0,0.0,33.857143,94.545378,680,32,5,29,28424,1448.0,0.0,980.137931,650.768926,936,32,22,419589.0,1.0,17311.346939,69669.62284,848203,419895.0,80.0,42410.15,106150.262615,848021,419589.0,1.0,30286.464286,93344.35092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,49,25,5,20,0,0,0,0,0,299.0,4.0,62657.166806,25742.0,20.0,118270.82558,711.0,21.0,28424.0,29.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-47998-443-6,192.168.132.79,47998,213.133.111.15,443,6,1782935988845136,647805,1.727273,1448.0,0.0,517.466667,433844.809195,658.668968,23964.001513,46.310232,16.980418,29.329814,11,710,412.0,0.0,64.545455,125.187351,360,32,5,19,14814,1448.0,0.0,779.684211,701.659307,616,32,12,426917.0,1.0,22338.103448,86904.682288,647196,427191.0,82.0,64719.6,143968.455668,647540,426917.0,1.0,35974.444444,109180.206138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,29,12,5,7,0,0,0,0,0,298.0,4.0,60680.105885,12132.0,10.0,1988200.589971,710.0,11.0,14814.0,19.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-48010-443-6,192.168.132.79,48010,213.133.111.15,443,6,1782935989594072,845483,1.727273,1448.0,0.0,591.0,451500.896552,671.938164,20970.261969,35.482677,13.010315,22.472362,11,710,412.0,0.0,64.545455,133.02358,372,32,4,19,17020,1448.0,0.0,895.789474,670.937949,616,32,13,422601.0,1.0,29154.586207,89973.393444,674240,422864.0,83.0,67424.0,140904.294576,843444,422601.0,1.0,46858.0,111617.271801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,29,10,4,6,0,0,0,0,0,0.0,0.0,0.0,14336.0,11.0,68973.812468,710.0,11.0,17020.0,19.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-48020-443-6,192.168.132.79,48020,213.133.111.15,443,6,1782935990446402,631509,1.727273,1448.0,0.0,491.6,407221.765517,638.139299,23353.58641,47.505261,17.418596,30.086665,11,710,412.0,0.0,64.545455,125.187351,360,32,5,19,14038,1448.0,0.0,738.842105,686.583188,616,32,12,416381.0,1.0,21776.172414,84765.769798,630979,416660.0,80.0,63097.9,140400.458216,631250,416381.0,1.0,35069.444444,106495.586301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,29,15,5,10,0,0,0,0,0,298.0,4.0,63028.764805,11356.0,10.0,2003175.163168,710.0,11.0,14038.0,19.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-48034-443-6,192.168.132.79,48034,213.133.111.15,443,6,1782935991185559,635268,1.363636,1448.0,0.0,386.538462,350418.898462,591.961906,15820.094826,40.927609,17.315527,23.612082,11,712,412.0,0.0,64.727273,125.326845,360,32,5,15,9338,1448.0,0.0,622.533333,688.103695,488,32,8,418821.0,1.0,25410.72,91659.135693,635154,419423.0,73.0,63515.4,141360.832887,634970,418821.0,1.0,45355.0,120568.694501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,25,11,5,6,0,0,0,0,0,300.0,4.0,66298.342541,6655.0,6.0,1472019.46472,712.0,11.0,9338.0,15.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-48046-443-6,192.168.132.79,48046,213.133.111.15,443,6,1782935991928690,853263,1.571429,1448.0,0.0,545.75,446146.078571,667.941673,23025.725949,42.190977,16.407602,25.783375,14,711,412.0,0.0,50.785714,113.252732,456,32,5,22,18936,1448.0,0.0,860.727273,684.379537,712,32,15,417430.0,1.0,24378.942857,81444.812793,853171,422900.0,80.0,65628.538462,128099.754148,846159,417430.0,1.0,40293.285714,106160.097216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,35,17,5,12,0,0,0,0,0,299.0,4.0,67312.021612,16252.0,13.0,76912.519817,711.0,14.0,18936.0,22.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-48056-443-6,192.168.132.79,48056,213.133.111.15,443,6,1782935992797088,636096,1.454545,1448.0,0.0,380.37037,335289.088319,579.041526,16145.361706,42.446423,17.292987,25.153436,11,713,412.0,0.0,64.818182,125.397622,360,32,5,16,9557,1448.0,0.0,597.3125,668.926674,520,32,9,419642.0,1.0,24465.230769,90034.770213,635941,419911.0,51.0,63594.1,141483.156918,635803,419642.0,1.0,42386.866667,116885.494504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,26,13,5,8,0,0,0,0,0,301.0,4.0,61541.607033,6873.0,7.0,1249182.115594,713.0,11.0,9557.0,16.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37670-443-6,192.168.132.79,37670,213.133.111.15,443,6,1782935993538515,634322,1.5,1448.0,0.0,343.96,308649.206667,555.562064,13556.206469,39.41216,15.764864,23.647296,10,712,412.0,0.0,71.2,130.153584,328,32,5,15,7887,1448.0,0.0,525.8,655.47989,488,32,8,418665.0,1.0,26430.083333,93336.627076,634070,418915.0,77.0,70452.222222,147855.094032,634089,418665.0,1.0,45292.071429,120389.435105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,24,12,5,7,0,0,0,0,0,300.0,4.0,63626.723224,5203.0,6.0,998464.78603,712.0,10.0,7887.0,15.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37676-443-6,192.168.132.79,37676,213.133.111.15,443,6,1782935994275924,633449,1.727273,1448.0,0.0,503.266667,414222.34023,643.601072,23834.594419,47.359772,17.36525,29.994522,11,711,412.0,0.0,64.636364,125.256754,360,32,5,19,14387,1448.0,0.0,757.210526,687.747174,616,32,12,417226.0,0.0,21843.068966,84870.889017,632876,417511.0,81.0,63287.6,140635.560826,633181,417226.0,0.0,35176.722222,106621.092417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,29,15,5,10,0,0,0,0,0,299.0,4.0,56693.211983,11704.0,10.0,1848973.14376,711.0,11.0,14387.0,19.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37690-443-6,192.168.132.79,37690,213.133.111.15,443,6,1782935995010683,837058,1.75,1448.0,0.0,541.757576,434740.314394,659.348401,21358.137668,39.423791,14.335924,25.087867,12,709,412.0,0.0,59.083333,120.738228,404,32,5,21,17169,1448.0,0.0,817.571429,684.035933,680,32,14,416923.0,3.0,26158.0625,84809.650558,667635,417209.0,84.0,60694.090909,133634.887379,836817,416923.0,3.0,41840.85,105098.472652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,32,16,5,11,0,0,0,0,0,297.0,4.0,54039.30131,14486.0,12.0,68911.384697,709.0,12.0,17169.0,21.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37692-443-6,192.168.132.79,37692,213.133.111.15,443,6,1782935995854536,848387,1.692308,1448.0,0.0,551.942857,441527.996639,664.475731,22770.268757,41.254758,15.323196,25.931562,13,714,412.0,0.0,54.923077,117.102136,436,32,5,22,18604,1448.0,0.0,845.636364,680.979515,712,32,15,422372.0,0.0,24952.558824,83796.089822,848347,423320.0,46.0,70695.583333,133402.733531,846710,422372.0,0.0,40319.52381,104582.510257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,34,12,5,7,0,0,0,0,0,302.0,4.0,70445.533007,15920.0,13.0,75317.093479,714.0,13.0,18604.0,22.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37694-443-6,192.168.132.79,37694,213.133.111.15,443,6,1782935996709550,635044,1.6,1448.0,0.0,332.807692,300000.001538,547.722559,13625.827502,40.942045,15.74694,25.195105,10,713,412.0,0.0,71.3,130.223782,328,32,5,16,7940,1448.0,0.0,496.25,644.77898,520,32,9,418910.0,0.0,25401.76,91637.007839,634794,419486.0,64.0,70532.666667,148053.958458,634745,418910.0,0.0,42316.333333,116744.188009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,25,13,5,8,0,0,0,0,0,301.0,4.0,64759.036145,5257.0,7.0,1117559.52381,713.0,10.0,7940.0,16.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37702-443-6,192.168.132.79,37702,213.133.111.15,443,6,1782935997451467,847594,1.555556,1448.0,0.0,590.891304,477668.721256,691.13582,32068.41955,54.271267,21.236583,33.034684,18,712,412.0,0.0,39.555556,101.457161,596,32,5,28,26469,1448.0,0.0,945.321429,675.805202,904,32,21,420945.0,0.0,18835.422222,72780.661696,847474,421228.0,83.0,49851.411765,114266.177174,847264,420945.0,0.0,31380.148148,92497.79003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,45,17,5,12,0,0,0,0,0,300.0,4.0,65047.701648,23786.0,19.0,110898.198009,712.0,18.0,26469.0,28.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37716-443-6,192.168.132.79,37716,213.133.111.15,443,6,1782935998309005,839018,1.75,1448.0,0.0,553.939394,447194.496212,668.726025,21787.375241,39.331695,14.302435,25.02926,12,711,412.0,0.0,59.25,120.87644,404,32,5,21,17569,1448.0,0.0,836.619048,690.464588,680,32,14,418475.0,2.0,26219.3125,85202.626942,669286,419038.0,78.0,60844.181818,134565.176478,838379,418475.0,2.0,41918.95,105606.908445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,32,15,5,10,0,0,0,0,0,299.0,4.0,66238.369517,14886.0,12.0,71111.238499,711.0,12.0,17569.0,21.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37730-443-6,192.168.132.79,37730,213.133.111.15,443,6,1782935999157696,863688,1.6,1448.0,0.0,633.846154,476246.238866,690.105962,28621.446634,45.155195,17.367383,27.787812,15,713,412.0,0.0,47.533333,116.559529,500,32,4,24,24007,1448.0,0.0,1000.291667,643.628807,776,32,18,428698.0,1.0,22728.631579,79829.786413,863661,429004.0,12.0,61690.071429,125995.661512,863427,428698.0,1.0,37540.304348,100682.872839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,38,13,4,9,0,0,0,0,0,0.0,0.0,0.0,21324.0,16.0,98199.853557,713.0,15.0,24007.0,24.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37738-443-6,192.168.132.79,37738,213.133.111.15,443,6,1782936000032811,854207,1.538462,1448.0,0.0,542.393939,440759.433712,663.897156,20953.937395,38.632322,15.218794,23.413529,13,712,412.0,0.0,54.769231,116.960929,424,32,5,20,17187,1448.0,0.0,859.35,682.094628,648,32,13,424779.0,1.0,26693.96875,86538.697071,854166,425511.0,85.0,71180.5,133438.878532,852680,424779.0,1.0,44877.894737,113039.701597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,32,17,5,12,0,0,0,0,0,300.0,4.0,66785.39626,14504.0,11.0,68782.692408,712.0,13.0,17187.0,20.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37744-443-6,192.168.132.79,37744,213.133.111.15,443,6,1782936000894380,633656,1.363636,1448.0,0.0,406.538462,355530.258462,596.263581,16680.975166,41.031727,17.359577,23.67215,11,710,412.0,0.0,64.545455,125.187351,360,32,5,15,9860,1448.0,0.0,657.333333,681.464564,488,32,8,417554.0,0.0,25346.24,91322.984424,633470,417830.0,82.0,63347.0,140862.931742,633421,417554.0,0.0,45244.357143,120115.594864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,25,11,5,6,0,0,0,0,0,298.0,4.0,61430.632859,7177.0,6.0,1235709.366391,710.0,11.0,9860.0,15.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37752-443-6,192.168.132.79,37752,213.133.111.15,443,6,1782936001630633,641399,1.545455,1448.0,0.0,437.892857,376623.580688,613.696652,19116.026062,43.654574,17.150011,26.504563,11,709,412.0,0.0,64.454545,125.118635,360,32,5,17,11552,1448.0,0.0,679.529412,683.998914,552,32,10,422352.0,1.0,23755.518519,89050.350184,641076,422630.0,88.0,64107.6,142526.209319,641133,422352.0,1.0,40070.8125,114229.82852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,27,12,5,7,0,0,0,0,0,297.0,4.0,62068.965517,8869.0,8.0,1502710.945442,709.0,11.0,11552.0,17.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-37764-443-6,192.168.132.79,37764,213.133.111.15,443,6,1782936002372813,846207,1.428571,1448.0,0.0,603.411765,473630.047059,688.207852,36366.988219,60.268941,24.816623,35.452318,21,714,412.0,0.0,34.0,94.734893,692,32,5,30,30060,1448.0,0.0,1002.0,641.308092,968,32,23,417886.0,1.0,16924.14,68540.633391,846139,418811.0,77.0,42306.95,105833.341061,845739,417886.0,1.0,29163.413793,88611.338554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,50,21,5,16,0,0,0,0,0,302.0,4.0,58043.436479,27376.0,21.0,127145.723415,714.0,21.0,30060.0,30.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-55216-443-6,192.168.132.79,55216,213.133.111.15,443,6,1782936003226916,635560,1.363636,1448.0,0.0,384.153846,351216.295385,592.635044,15715.274718,40.908805,17.307571,23.601234,11,710,412.0,0.0,64.545455,125.187351,360,32,5,15,9278,1448.0,0.0,618.533333,690.550388,488,32,8,419273.0,1.0,25422.4,91662.616128,635433,419583.0,85.0,63543.3,141340.680354,635289,419273.0,1.0,45377.785714,120569.11646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,25,13,5,8,0,0,0,0,0,298.0,4.0,58974.866416,6595.0,6.0,1229034.662691,710.0,11.0,9278.0,15.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-55222-443-6,192.168.132.79,55222,213.133.111.15,443,6,1782936003970369,645780,1.3,1448.0,0.0,332.086957,290833.083004,539.289424,11827.557372,35.615844,15.48515,20.130695,10,712,412.0,0.0,71.2,130.153584,328,32,5,13,6926,1448.0,0.0,532.769231,648.182993,424,32,6,426493.0,1.0,29353.636364,99173.499917,645611,426777.0,85.0,71734.555556,150623.771608,645513,426493.0,1.0,53792.75,131694.01597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,22,10,5,5,0,0,0,0,0,300.0,4.0,64991.334489,4243.0,4.0,858559.287738,712.0,10.0,6926.0,13.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-55230-443-6,192.168.132.79,55230,213.133.111.15,443,6,1782936004719637,861870,1.5,1448.0,0.0,595.675,468095.507051,684.175056,27645.700628,46.410712,18.564285,27.846427,16,715,412.0,0.0,44.6875,107.122807,532,32,5,24,23112,1448.0,0.0,963.0,658.982615,776,32,17,409539.0,1.0,22099.230769,76174.248993,852584,423254.0,81.0,56838.933333,121163.968342,857063,409539.0,1.0,37263.608696,97138.619736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,39,17,5,12,0,0,0,0,0,303.0,4.0,64276.622826,20428.0,15.0,92478.326807,715.0,16.0,23112.0,24.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-55242-443-6,192.168.132.79,55242,213.133.111.15,443,6,1782936005589041,1078809,1.166667,1448.0,0.0,677.897436,512531.558355,715.913094,73519.965073,108.452933,50.0552,58.397733,54,709,412.0,0.0,13.12963,60.334929,1748,32,5,63,78605,1448.0,0.0,1247.698413,490.931295,2024,32,56,428337.0,0.0,9300.077586,50085.446923,1078690,428696.0,45.0,20352.641509,73286.709135,1078469,428337.0,0.0,17394.66129,67722.33842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,116,41,5,36,0,0,0,0,0,297.0,4.0,57159.353349,75922.0,54.0,174310.136216,709.0,54.0,78605.0,63.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-55248-443-6,192.168.132.79,55248,213.133.111.15,443,6,1782936006678771,853880,1.375,1448.0,0.0,614.070175,480366.066416,693.084458,40991.708437,66.754111,28.106994,38.647117,24,710,412.0,0.0,29.583333,88.843251,788,32,5,33,34292,1448.0,0.0,1039.151515,626.424732,1064,32,26,422589.0,1.0,15247.857143,65751.319161,853819,423323.0,71.0,37122.565217,100622.476252,853170,422589.0,1.0,26661.5625,85770.894813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,56,25,5,20,0,0,0,0,0,298.0,4.0,63202.545069,31608.0,24.0,145010.116025,710.0,24.0,34292.0,33.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-55252-443-6,192.168.132.79,55252,213.133.111.15,443,6,1782936007544402,1054438,1.210526,1448.0,0.0,657.916667,500727.908635,707.621303,52411.8061,79.66329,36.038155,43.625135,38,711,412.0,0.0,18.710526,71.574157,1236,32,5,46,54554,1448.0,0.0,1185.956522,537.869458,1480,32,39,419141.0,1.0,12704.072289,58074.8339,1054370,420540.0,68.0,28496.486486,85451.82047,1052838,419141.0,1.0,23396.4,77654.374089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,83,34,5,29,0,0,0,0,0,299.0,4.0,63173.46292,51870.0,37.0,123524.999107,711.0,38.0,54554.0,46.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-55262-443-6,192.168.132.79,55262,213.133.111.15,443,6,1782936008611229,855652,1.380952,1448.0,0.0,582.74,468284.482041,684.313146,34052.395133,58.434971,24.542688,33.892283,21,711,412.0,0.0,33.857143,94.545378,680,32,5,29,28426,1448.0,0.0,980.206897,650.796895,936,32,22,424049.0,1.0,17462.285714,70316.24388,855598,424731.0,84.0,42779.9,107188.378602,854323,424049.0,1.0,30511.535714,94167.727395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,49,25,5,20,0,0,0,0,0,299.0,4.0,60391.840032,25742.0,20.0,119132.35437,711.0,21.0,28426.0,29.0,64240,28960,NeedLabel
192.168.132.79-213.133.111.15-55274-443-6,192.168.132.79,55274,213.133.111.15,443,6,1782936009479926,847254,1.333333,1448.0,0.0,625.017857,485437.836039,696.733691,41311.106233,66.095882,28.326806,37.769075,24,710,412.0,0.0,29.583333,88.843251,788,32,5,32,34291,1448.0,0.0,1071.59375,612.418888,1032,32,25,419352.0,1.0,15404.618182,65958.667772,847195,419624.0,69.0,36834.565217,99971.792684,846996,419352.0,1.0,27322.451613,86572.357792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,55,25,5,20,0,0,0,0,0,298.0,4.0,66488.174922,31608.0,23.0,146050.023334,710.0,24.0,34291.0,32.0,64240,28960,NeedLabel
