flow_id,src_addr,src_port,dst_addr,dst_port,ip_prot,timestamp,flow_duration,down_up_ratio,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_var,pkt_len_std,bytes_per_s,pkt_per_s,fwd_pkt_per_s,bwd_pkt_per_s,fwd_pkt_cnt,fwd_pkt_len_tot,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,fwd_pkt_hdr_len_tot,fwd_pkt_hdr_len_min,fwd_non_empty_pkt_cnt,bwd_pkt_cnt,bwd_pkt_len_tot,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,bwd_pkt_hdr_len_tot,bwd_pkt_hdr_len_min,bwd_non_empty_pkt_cnt,iat_max,iat_min,iat_mean,iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,flag_SYN,flag_fin,flag_rst,flag_ack,flag_psh,fwd_flag_psh,bwd_flag_psh,flag_urg,fwd_flag_urg,bwd_flag_urg,flag_cwr,flag_ece,fwd_bulk_bytes_mean,fwd_bulk_pkt_mean,fwd_bulk_rate_mean,bwd_bulk_bytes_mean,bwd_bulk_pkt_mean,bwd_bulk_rate_mean,fwd_subflow_bytes_mean,fwd_subflow_pkt_mean,bwd_subflow_bytes_mean,bwd_subflow_pkt_mean,fwd_tcp_init_win_bytes,bwd_tcp_init_win_bytes,label
192.168.132.3-224.0.0.251-5353-5353-17,192.168.132.3,5353,224.0.0.251,5353,17,1782937483121806,93258807,0.0,1249.0,1249.0,1249.0,0.0,0.0,53.571348,0.042891,0.042891,0.0,4,4996,1249.0,1249.0,1249.0,0.0,32,8,4,0,0,0.0,0.0,0.0,0.0,0,0,0,31119074.0,31049792.0,31086269.0,34786.657917,93258807,31119074.0,31049792.0,31086269.0,34786.657917,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31119074.0,31049792.0,31086269.0,34786.657917,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1249.0,1.0,0.0,0.0,-1,-1,NeedLabel
192.168.132.141-192.168.132.255-57621-57621-17,192.168.132.141,57621,192.168.132.255,57621,17,1782937479435399,98695109,0.0,40.0,40.0,40.0,0.0,0.0,2.431731,0.060793,0.060793,0.0,6,240,40.0,40.0,40.0,0.0,48,8,6,0,0,0.0,0.0,0.0,0.0,0,0,0,30059095.0,2980354.0,19739021.8,14085146.999154,98695109,30059095.0,2980354.0,19739021.8,14085146.999154,0,0.0,0.0,0.0,0.0,2980354.0,2980354.0,2980354.0,0.0,30059095.0,5711406.0,23928688.75,12144947.933368,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,-1,-1,NeedLabel
138.255.98.138-192.168.132.60-443-54410-6,138.255.98.138,443,192.168.132.60,54410,6,1782937471735152,56040248,0.0,1460.0,0.0,1332.555556,151995.573477,389.866097,1498.048331,1.124192,1.124192,0.0,63,83951,1460.0,0.0,1332.555556,389.866097,1260,20,59,0,0,0.0,0.0,0.0,0.0,0,0,0,55346916.0,1.0,903874.967742,7027951.256506,56040248,55346916.0,1.0,903874.967742,7027951.256506,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55346916.0,55346916.0,55346916.0,0.0,0,0,0,63,16,16,0,0,0,0,0,0,83951.0,59.0,506265.679274,0.0,0.0,0.0,41975.5,31.5,0.0,0.0,957,-1,NeedLabel
192.168.132.87-224.0.0.251-5353-5353-17,192.168.132.87,5353,224.0.0.251,5353,17,1782937482431570,1010193,0.0,39.0,39.0,39.0,0.0,0.0,154.425936,3.959639,3.959639,0.0,4,156,39.0,39.0,39.0,0.0,32,8,4,0,0,0.0,0.0,0.0,0.0,0,0,0,1007456.0,660.0,336731.0,580865.321044,1010193,1007456.0,660.0,336731.0,580865.321044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,0.0,0.0,-1,-1,NeedLabel
192.168.132.79-160.79.104.10-47580-443-6,192.168.132.79,47580,160.79.104.10,443,6,1782937613667385,54119,0.7,1448.0,0.0,265.176471,247787.279412,497.782361,83297.917552,314.122582,184.777989,129.344592,10,2590,1448.0,0.0,259.0,509.408371,328,32,5,7,1918,1375.0,0.0,274.0,520.928338,232,32,3,35090.0,1.0,3382.4375,9449.421449,54119,35625.0,2.0,6013.222222,12488.965607,53623,35090.0,1.0,8937.166667,14447.957536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,16,7,4,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2590.0,10.0,1918.0,7.0,64240,28960,NeedLabel
192.168.132.79-34.149.66.154-59934-443-6,192.168.132.79,59934,34.149.66.154,443,6,1782937479706490,89081174,1.0,1448.0,0.0,526.65625,448152.673611,669.442061,378.373999,0.718446,0.359223,0.359223,32,33193,1448.0,0.0,1037.28125,608.493764,1024,32,28,32,513,158.0,0.0,16.03125,46.900364,1024,32,4,58059690.0,1.0,1413986.888889,8175452.623668,89081174,58059690.0,1.0,2873586.258065,11567103.038586,89080923,58059938.0,1.0,2873578.16129,11567160.262668,321424.0,283145.0,302284.5,27067.340477,58059690.0,29978727.0,44019208.5,19856239.359549,0,0,0,64,17,13,4,0,0,0,0,0,11064.333333,9.333333,225876.476673,0.0,0.0,0.0,11064.333333,10.666667,171.0,10.666667,6,962,NeedLabel
192.168.132.90-255.255.255.255-56700-56700-17,192.168.132.90,56700,255.255.255.255,56700,17,1782937494099491,60001132,0.0,36.0,36.0,36.0,0.0,0.0,1.199977,0.033333,0.033333,0.0,2,72,36.0,36.0,36.0,0.0,16,8,2,0,0,0.0,0.0,0.0,0.0,0,0,0,60001132.0,60001132.0,60001132.0,0.0,60001132,60001132.0,60001132.0,60001132.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60001132.0,60001132.0,60001132.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,-1,-1,NeedLabel
18.97.36.55-192.168.132.79-443-53622-6,18.97.36.55,443,192.168.132.79,53622,6,1782937474495019,119999170,1.0,242.0,0.0,70.5,8319.0,91.208552,11.750081,0.166668,0.083334,0.083334,10,378,118.0,0.0,37.8,55.836667,320,32,4,10,1032,242.0,0.0,103.2,109.85627,320,32,6,45366022.0,13.0,6315745.789474,14211017.02375,119998852,45366290.0,600.0,13333205.777778,18697687.758303,119998971,45366022.0,359.0,13333219.0,18685169.01636,147546.0,318.0,72783.8,68002.961613,45366022.0,7220984.0,23927010.4,19560758.627305,0,0,0,20,10,4,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.666667,172.0,1.666667,317,6,NeedLabel
192.168.132.63-224.0.0.251-5353-5353-17,192.168.132.63,5353,224.0.0.251,5353,17,1782937488476578,111388952,0.0,77.0,61.0,72.428571,56.263736,7.500916,9.103237,0.125686,0.125686,0.0,14,1014,77.0,61.0,72.428571,7.500916,112,8,14,0,0,0.0,0.0,0.0,0.0,0,0,0,27072956.0,187.0,8568380.923077,10741640.409203,111388952,27072956.0,187.0,8568380.923077,10741640.409203,0,0.0,0.0,0.0,0.0,2273078.0,2006085.0,2139581.5,188792.560829,27072956.0,19995165.0,21421957.8,3159021.257403,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,101.4,1.4,0.0,0.0,-1,-1,NeedLabel
192.168.132.136-35.201.82.116-60389-443-17,192.168.132.136,60389,35.201.82.116,443,17,1782937383249549,31795160,0.0,27.0,25.0,25.666667,1.333333,1.154701,2.421752,0.094354,0.0,0.094354,0,0,0.0,0.0,0.0,0.0,0,0,0,3,77,27.0,25.0,25.666667,1.154701,24,8,3,31484256.0,310904.0,15897580.0,22042888.591515,0,0.0,0.0,0.0,0.0,31795160,31484256.0,310904.0,15897580.0,22042888.591515,310904.0,310904.0,310904.0,0.0,31484256.0,31484256.0,31484256.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,1.5,-1,-1,NeedLabel
192.168.132.45-224.0.0.251-5353-5353-17,192.168.132.45,5353,224.0.0.251,5353,17,1782937348805408,22016167,0.0,77.0,40.0,68.166667,231.366667,15.210742,18.577257,0.272527,0.272527,0.0,6,409,77.0,40.0,68.166667,15.210742,48,8,6,0,0,0.0,0.0,0.0,0.0,0,0,0,20012010.0,215.0,4403233.4,8739925.562814,22016167,20012010.0,215.0,4403233.4,8739925.562814,0,0.0,0.0,0.0,0.0,2004157.0,2004157.0,2004157.0,0.0,20012010.0,20012010.0,20012010.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,102.25,1.5,0.0,0.0,-1,-1,NeedLabel
192.168.132.79-160.79.104.10-56526-443-6,192.168.132.79,56526,160.79.104.10,443,6,1782937516345435,111404890,0.428571,39.0,0.0,21.9,376.1,19.393298,1.965802,0.089763,0.062834,0.026929,7,141,39.0,0.0,20.142857,19.574035,224,32,4,3,78,39.0,0.0,26.0,22.51666,96,32,2,58987789.0,8.0,12378321.111111,24607879.77167,111404890,58987789.0,8.0,18567481.666667,28826651.716759,59022636,59005168.0,17468.0,29511318.0,41710602.676598,18085.0,17377.0,17731.0,500.631601,58987789.0,52381558.0,55684673.5,4671310.738185,0,1,0,10,6,4,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.333333,26.0,1.0,5,170,NeedLabel
163.181.206.181-192.168.132.136-443-64403-6,163.181.206.181,443,192.168.132.136,64403,6,1782937630345803,174,0.0,24.0,0.0,12.0,288.0,16.970563,137931.034483,11494.252874,11494.252874,0.0,2,24,24.0,0.0,12.0,16.970563,40,20,1,0,0,0.0,0.0,0.0,0.0,0,0,0,174.0,174.0,174.0,0.0,174,174.0,174.0,174.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,331,-1,NeedLabel
10.11.12.13-192.168.132.136-53-51066-6,10.11.12.13,53,192.168.132.136,51066,6,1782937630391752,173289,0.0,450.0,0.0,225.0,101250.0,318.198052,2596.818032,11.541413,11.541413,0.0,2,450,450.0,0.0,225.0,318.198052,40,20,1,0,0,0.0,0.0,0.0,0.0,0,0,0,173289.0,173289.0,173289.0,0.0,173289,173289.0,173289.0,173289.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,2.0,0.0,0.0,229,-1,NeedLabel
10.11.12.13-192.168.132.136-53-51769-6,10.11.12.13,53,192.168.132.136,51769,6,1782937630529519,38187,0.0,191.0,0.0,95.5,18240.5,135.057395,5001.70215,52.373845,52.373845,0.0,2,191,191.0,0.0,95.5,135.057395,40,20,1,0,0,0.0,0.0,0.0,0.0,0,0,0,38187.0,38187.0,38187.0,0.0,38187,38187.0,38187.0,38187.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,2.0,0.0,0.0,229,-1,NeedLabel
192.168.132.255-192.168.132.129-137-137-17,192.168.132.255,137,192.168.132.129,137,17,1782937333242442,51,0.0,68.0,68.0,68.0,0.0,0.0,4000000.0,58823.529412,0.0,58823.529412,0,0,0.0,0.0,0.0,0.0,0,0,0,3,204,68.0,68.0,68.0,0.0,24,8,3,49.0,2.0,25.5,33.234019,0,0.0,0.0,0.0,0.0,51,49.0,2.0,25.5,33.234019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,3.0,-1,-1,NeedLabel
192.168.132.29-224.0.0.251-45835-5353-17,192.168.132.29,45835,224.0.0.251,5353,17,1782937333762877,63244454,0.0,239.0,39.0,45.060606,1212.121212,34.815531,23.511943,0.521785,0.521785,0.0,33,1487,239.0,39.0,45.060606,34.815531,264,8,33,0,0,0.0,0.0,0.0,0.0,0,0,0,2033136.0,1219008.0,1976389.1875,139033.32261,63244454,2033136.0,1219008.0,1976389.1875,139033.32261,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,45.060606,1.0,0.0,0.0,-1,-1,NeedLabel
192.168.132.79-142.250.0.139-59783-443-17,192.168.132.79,59783,142.250.0.139,443,17,1782937334820614,71324294,0.671642,1252.0,31.0,407.482143,261464.828507,511.336316,639.86613,1.570292,0.939371,0.630921,67,40542,1252.0,31.0,605.104478,579.292623,536,8,67,45,5096,293.0,0.0,113.244444,90.673028,360,8,45,20885473.0,1.0,642561.207207,2751202.366747,71324294,20885473.0,1.0,1080671.121212,3519548.658577,71252623,21026272.0,1.0,1619377.795455,4245356.434168,1491278.0,120031.0,600274.833333,630117.619442,20885473.0,6560030.0,11090203.166667,5239927.617107,0,0,0,0,0,0,0,0,0,0,0,0,5952.666667,5.333333,20155.141999,0.0,0.0,0.0,5067.75,8.375,637.0,5.625,-1,-1,NeedLabel
192.168.132.129-224.0.0.251-5353-5353-17,192.168.132.129,5353,224.0.0.251,5353,17,1782937335427252,3014770,0.0,40.0,40.0,40.0,0.0,0.0,159.216126,3.980403,3.980403,0.0,12,480,40.0,40.0,40.0,0.0,96,8,12,0,0,0.0,0.0,0.0,0.0,0,0,0,2001348.0,0.0,274070.0,648310.733322,3014770,2001348.0,0.0,274070.0,648310.733322,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,4.0,314341.846758,0.0,0.0,0.0,160.0,4.0,0.0,0.0,-1,-1,NeedLabel
192.168.132.10-255.255.255.255-50904-10001-17,192.168.132.10,50904,255.255.255.255,10001,17,1782937337872325,0,0.0,243.0,243.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,1,243,243.0,243.0,243.0,0.0,8,8,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,1.0,0.0,0.0,-1,-1,NeedLabel
72.152.54.180-192.168.132.136-443-57438-6,72.152.54.180,443,192.168.132.136,57438,6,1782937339803580,0,0.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1,47,47.0,47.0,47.0,0.0,20,20,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,0.0,133,-1,NeedLabel
172.64.155.209-192.168.132.136-443-65447-6,172.64.155.209,443,192.168.132.136,65447,6,1782937347695495,52773931,0.0,1460.0,0.0,262.842105,235005.140351,484.773288,94.630055,0.360026,0.360026,0.0,19,4994,1460.0,0.0,262.842105,484.773288,380,20,9,0,0,0.0,0.0,0.0,0.0,0,0,0,21446741.0,1.0,2931885.055556,6182141.060748,52773931,21446741.0,1.0,2931885.055556,6182141.060748,0,0.0,0.0,0.0,0.0,161773.0,1.0,69957.5,68675.463161,21446741.0,7711494.0,13123502.5,6205100.114373,0,0,0,19,8,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,998.8,3.8,0.0,0.0,8201,-1,NeedLabel
192.168.132.10-255.255.255.255-34257-10001-17,192.168.132.10,34257,255.255.255.255,10001,17,1782937347887675,0,0.0,243.0,243.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,1,243,243.0,243.0,243.0,0.0,8,8,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,1.0,0.0,0.0,-1,-1,NeedLabel
157.240.197.40-192.168.132.27-443-35644-17,157.240.197.40,443,192.168.132.27,35644,17,1782937351058116,115514327,0.0,80.0,31.0,50.5,255.1,15.97185,2.623051,0.051942,0.051942,0.0,6,303,80.0,31.0,50.5,15.97185,48,8,6,0,0,0.0,0.0,0.0,0.0,0,0,0,37961764.0,488856.0,23102865.4,14193829.404633,115514327,37961764.0,488856.0,23102865.4,14193829.404633,0,0.0,0.0,0.0,0.0,488856.0,488856.0,488856.0,0.0,37961764.0,20067276.0,28756367.75,7452458.12338,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,60.6,1.2,0.0,0.0,-1,-1,NeedLabel
3.223.181.245-192.168.132.36-443-41548-6,3.223.181.245,443,192.168.132.36,41548,6,1782937351223829,89999619,0.0,69.0,69.0,69.0,0.0,0.0,3.06668,0.044445,0.044445,0.0,4,276,69.0,69.0,69.0,0.0,128,32,4,0,0,0.0,0.0,0.0,0.0,0,0,0,30000062.0,29999602.0,29999873.0,240.713523,89999619,30000062.0,29999602.0,29999873.0,240.713523,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000062.0,29999602.0,29999873.0,240.713523,0,0,0,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,0.0,0.0,409,-1,NeedLabel
192.168.132.87-224.0.0.252-60489-5355-17,192.168.132.87,60489,224.0.0.252,5355,17,1782937352426184,411303,0.0,33.0,33.0,33.0,0.0,0.0,160.465642,4.862595,4.862595,0.0,2,66,33.0,33.0,33.0,0.0,16,8,2,0,0,0.0,0.0,0.0,0.0,0,0,0,411303.0,411303.0,411303.0,0.0,411303,411303.0,411303.0,411303.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2.0,0.0,0.0,-1,-1,NeedLabel
192.168.132.87-224.0.0.252-50500-5355-17,192.168.132.87,50500,224.0.0.252,5355,17,1782937352427071,410418,0.0,33.0,33.0,33.0,0.0,0.0,160.81166,4.873081,4.873081,0.0,2,66,33.0,33.0,33.0,0.0,16,8,2,0,0,0.0,0.0,0.0,0.0,0,0,0,410418.0,410418.0,410418.0,0.0,410418,410418.0,410418.0,410418.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2.0,0.0,0.0,-1,-1,NeedLabel
192.168.132.125-224.0.0.251-5353-5353-17,192.168.132.125,5353,224.0.0.251,5353,17,1782937354747407,0,0.0,114.0,114.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,1,114,114.0,114.0,114.0,0.0,8,8,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,0.0,0.0,-1,-1,NeedLabel
181.64.63.226-192.168.132.136-443-51253-17,181.64.63.226,443,192.168.132.136,51253,17,1782937354880917,332729,0.0,1232.0,48.0,1153.632653,83074.612245,288.226668,169892.014222,147.266995,147.266995,0.0,49,56528,1232.0,48.0,1153.632653,288.226668,392,8,49,0,0,0.0,0.0,0.0,0.0,0,0,0,163159.0,79.0,6931.854167,28903.940677,332729,163159.0,79.0,6931.854167,28903.940677,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56528.0,49.0,169892.014222,0.0,0.0,0.0,56528.0,49.0,0.0,0.0,-1,-1,NeedLabel
157.240.197.60-192.168.132.136-443-54478-6,157.240.197.60,443,192.168.132.136,54478,6,1782937355196293,171260,0.0,72.0,0.0,36.0,2592.0,50.911688,420.413407,11.67815,11.67815,0.0,2,72,72.0,0.0,36.0,50.911688,40,20,1,0,0,0.0,0.0,0.0,0.0,0,0,0,171260.0,171260.0,171260.0,0.0,171260,171260.0,171260.0,171260.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,0.0,274,-1,NeedLabel
192.168.132.125-224.0.0.252-63763-5355-17,192.168.132.125,63763,224.0.0.252,5355,17,1782937355772844,389519,0.0,33.0,33.0,33.0,0.0,0.0,169.439745,5.134538,5.134538,0.0,2,66,33.0,33.0,33.0,0.0,16,8,2,0,0,0.0,0.0,0.0,0.0,0,0,0,389519.0,389519.0,389519.0,0.0,389519,389519.0,389519.0,389519.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2.0,0.0,0.0,-1,-1,NeedLabel
192.168.132.79-10.11.12.13-58233-53-17,192.168.132.79,58233,10.11.12.13,53,17,1782937356516762,76380,1.0,841.0,61.0,451.0,304200.0,551.543289,11809.374182,26.184865,13.092433,13.092433,1,61,61.0,61.0,61.0,0.0,8,8,1,1,841,841.0,0.0,841.0,0.0,8,8,1,76380.0,76380.0,76380.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,841.0,1.0,-1,-1,NeedLabel
192.168.132.125-224.0.0.252-64168-5355-17,192.168.132.125,64168,224.0.0.252,5355,17,1782937356582276,0,0.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,33,33.0,33.0,33.0,0.0,8,8,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,-1,-1,NeedLabel
192.168.132.10-255.255.255.255-40111-10001-17,192.168.132.10,40111,255.255.255.255,10001,17,1782937357886233,0,0.0,243.0,243.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,1,243,243.0,243.0,243.0,0.0,8,8,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,1.0,0.0,0.0,-1,-1,NeedLabel
192.168.132.101-255.255.255.255-38468-10002-17,192.168.132.101,38468,255.255.255.255,10002,17,1782937358432421,0,0.0,154.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154,154.0,154.0,154.0,0.0,8,8,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,1.0,0.0,0.0,-1,-1,NeedLabel
57.144.247.33-192.168.132.33-5222-35308-6,57.144.247.33,5222,192.168.132.33,35308,6,1782937359572963,0,0.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1,66,66.0,66.0,66.0,0.0,32,32,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,0.0,378,-1,NeedLabel
192.168.132.100-255.255.255.255-49930-10002-17,192.168.132.100,49930,255.255.255.255,10002,17,1782937362733770,0,0.0,154.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154,154.0,154.0,154.0,0.0,8,8,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,1.0,0.0,0.0,-1,-1,NeedLabel
192.168.132.79-10.11.12.13-46175-53-17,192.168.132.79,46175,10.11.12.13,53,17,1782937363979748,637,1.0,340.0,56.0,198.0,40328.0,200.818326,621664.050235,3139.717425,1569.858713,1569.858713,1,56,56.0,56.0,56.0,0.0,8,8,1,1,340,340.0,0.0,340.0,0.0,8,8,1,637.0,637.0,637.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,340.0,1.0,-1,-1,NeedLabel
192.168.132.79-10.11.12.13-49707-53-17,192.168.132.79,49707,10.11.12.13,53,17,1782937363979778,659,1.0,292.0,56.0,174.0,27848.0,166.8772,528072.837633,3034.901366,1517.450683,1517.450683,1,56,56.0,56.0,56.0,0.0,8,8,1,1,292,292.0,0.0,292.0,0.0,8,8,1,659.0,659.0,659.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,292.0,1.0,-1,-1,NeedLabel
